method,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
diffusion_policy_surrogate,cable_routing,contact_jamming,nominal,6,84,0.5833,0.5368,0.372,0.2947,0.0693,0.1056,0.0456,0.1409,0.3493
diffusion_policy_surrogate,cable_routing,contact_jamming,seen_shift,0,84,0.4643,0.4783,0.3484,0.3092,0.0829,0.1217,0.0627,0.1536,0.3412
diffusion_policy_surrogate,cable_routing,contact_jamming,seen_shift,1,84,0.5357,0.4742,0.346,0.2994,0.0827,0.1178,0.0695,0.1536,0.3376
diffusion_policy_surrogate,cable_routing,contact_jamming,seen_shift,2,84,0.5357,0.4795,0.3554,0.297,0.0852,0.1241,0.0764,0.1536,0.3392
diffusion_policy_surrogate,cable_routing,contact_jamming,seen_shift,3,84,0.4881,0.4837,0.3421,0.3036,0.0807,0.1225,0.0717,0.1536,0.3505
diffusion_policy_surrogate,cable_routing,contact_jamming,seen_shift,4,84,0.4167,0.4779,0.3411,0.3068,0.0802,0.1225,0.0697,0.1536,0.3401
diffusion_policy_surrogate,cable_routing,contact_jamming,seen_shift,5,84,0.4048,0.4826,0.348,0.3127,0.0856,0.1293,0.0677,0.1536,0.3409
diffusion_policy_surrogate,cable_routing,contact_jamming,seen_shift,6,84,0.5833,0.4749,0.3475,0.3115,0.0822,0.1153,0.0647,0.1536,0.3583
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_geometry,0,84,0.3571,0.4371,0.334,0.3189,0.0939,0.1398,0.0689,0.16,0.3361
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_geometry,1,84,0.3929,0.4393,0.3564,0.3219,0.0921,0.156,0.0735,0.16,0.3567
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_geometry,2,84,0.4167,0.4356,0.3276,0.3204,0.088,0.1482,0.0716,0.16,0.3356
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_geometry,3,84,0.4881,0.4525,0.3205,0.3131,0.0949,0.1434,0.0783,0.16,0.3445
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_geometry,4,84,0.3571,0.4495,0.3316,0.3188,0.0977,0.148,0.0782,0.16,0.3346
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_geometry,5,84,0.4643,0.4451,0.334,0.3182,0.0886,0.1426,0.0723,0.16,0.3254
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_geometry,6,84,0.369,0.4382,0.3211,0.3145,0.0945,0.1392,0.0762,0.16,0.3293
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_friction,0,84,0.4286,0.437,0.344,0.3261,0.0931,0.143,0.1147,0.1636,0.3319
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_friction,1,84,0.5,0.439,0.3403,0.3279,0.0961,0.1433,0.1092,0.1636,0.3479
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_friction,2,84,0.4524,0.4499,0.3247,0.3194,0.0977,0.1318,0.1164,0.1636,0.353
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_friction,3,84,0.3452,0.446,0.3448,0.3264,0.091,0.1415,0.1177,0.1636,0.3566
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_friction,4,84,0.4524,0.4366,0.3266,0.3248,0.0927,0.1402,0.1097,0.1636,0.3395
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_friction,5,84,0.381,0.434,0.3257,0.3307,0.0886,0.14,0.1119,0.1636,0.3485
diffusion_policy_surrogate,cable_routing,contact_jamming,unseen_friction,6,84,0.369,0.4435,0.3394,0.3293,0.0888,0.1389,0.112,0.1636,0.3324
diffusion_policy_surrogate,cable_routing,contact_jamming,combined_stress,0,84,0.4167,0.4125,0.336,0.3364,0.1029,0.1647,0.1172,0.1745,0.3207
diffusion_policy_surrogate,cable_routing,contact_jamming,combined_stress,1,84,0.4048,0.3973,0.3286,0.348,0.1023,0.1597,0.1223,0.1745,0.336
diffusion_policy_surrogate,cable_routing,contact_jamming,combined_stress,2,84,0.3214,0.3832,0.3214,0.3398,0.1094,0.156,0.1189,0.1745,0.3263
diffusion_policy_surrogate,cable_routing,contact_jamming,combined_stress,3,84,0.381,0.3867,0.3152,0.3488,0.1058,0.1643,0.1183,0.1745,0.3231
diffusion_policy_surrogate,cable_routing,contact_jamming,combined_stress,4,84,0.3571,0.3896,0.3173,0.3314,0.1091,0.1607,0.1128,0.1745,0.3173
diffusion_policy_surrogate,cable_routing,contact_jamming,combined_stress,5,84,0.4048,0.3953,0.323,0.3376,0.1129,0.1592,0.1224,0.1745,0.3361
diffusion_policy_surrogate,cable_routing,contact_jamming,combined_stress,6,84,0.3929,0.4064,0.3252,0.3264,0.1016,0.166,0.1175,0.1745,0.3256
diffusion_policy_surrogate,cable_routing,release_snap,nominal,0,84,0.6071,0.5412,0.392,0.3087,0.0774,0.081,0.0543,0.1406,0.3488
diffusion_policy_surrogate,cable_routing,release_snap,nominal,1,84,0.5,0.5354,0.3493,0.3084,0.0723,0.0783,0.051,0.1406,0.3512
diffusion_policy_surrogate,cable_routing,release_snap,nominal,2,84,0.5,0.5381,0.3605,0.3014,0.0706,0.0813,0.0559,0.1406,0.3652
diffusion_policy_surrogate,cable_routing,release_snap,nominal,3,84,0.5714,0.5298,0.3522,0.318,0.0724,0.0741,0.0528,0.1406,0.3613
diffusion_policy_surrogate,cable_routing,release_snap,nominal,4,84,0.4286,0.5189,0.3329,0.3078,0.0663,0.0748,0.0587,0.1406,0.3695
diffusion_policy_surrogate,cable_routing,release_snap,nominal,5,84,0.4524,0.525,0.3572,0.3057,0.0769,0.0845,0.051,0.1406,0.3621
diffusion_policy_surrogate,cable_routing,release_snap,nominal,6,84,0.5,0.5188,0.3722,0.3163,0.0758,0.0785,0.0515,0.1406,0.3616
diffusion_policy_surrogate,cable_routing,release_snap,seen_shift,0,84,0.5476,0.4801,0.3469,0.331,0.0913,0.1019,0.0751,0.1533,0.3364
diffusion_policy_surrogate,cable_routing,release_snap,seen_shift,1,84,0.5,0.4888,0.3485,0.3218,0.0876,0.0985,0.0655,0.1533,0.3398
diffusion_policy_surrogate,cable_routing,release_snap,seen_shift,2,84,0.4762,0.4669,0.3157,0.319,0.0919,0.0965,0.0624,0.1533,0.3514
diffusion_policy_surrogate,cable_routing,release_snap,seen_shift,3,84,0.5476,0.4759,0.3318,0.3125,0.0885,0.0913,0.0815,0.1533,0.3571
diffusion_policy_surrogate,cable_routing,release_snap,seen_shift,4,84,0.6071,0.4911,0.3376,0.321,0.0889,0.0906,0.0702,0.1533,0.3382
diffusion_policy_surrogate,cable_routing,release_snap,seen_shift,5,84,0.3333,0.4829,0.3213,0.3208,0.0907,0.0992,0.0783,0.1533,0.3499
diffusion_policy_surrogate,cable_routing,release_snap,seen_shift,6,84,0.5238,0.4775,0.3472,0.3237,0.087,0.0961,0.0838,0.1533,0.3474
diffusion_policy_surrogate,cable_routing,release_snap,unseen_geometry,0,84,0.4167,0.4546,0.3426,0.3445,0.1035,0.0929,0.0844,0.1596,0.3392
diffusion_policy_surrogate,cable_routing,release_snap,unseen_geometry,1,84,0.4405,0.452,0.3374,0.3277,0.0997,0.1169,0.0709,0.1596,0.3307
diffusion_policy_surrogate,cable_routing,release_snap,unseen_geometry,2,84,0.4524,0.4531,0.3392,0.3298,0.1019,0.1076,0.0774,0.1596,0.3474
diffusion_policy_surrogate,cable_routing,release_snap,unseen_geometry,3,84,0.4643,0.457,0.3376,0.3323,0.1031,0.1091,0.0755,0.1596,0.3432
diffusion_policy_surrogate,cable_routing,release_snap,unseen_geometry,4,84,0.4524,0.4444,0.3351,0.3294,0.1056,0.1074,0.0789,0.1596,0.3514
diffusion_policy_surrogate,cable_routing,release_snap,unseen_geometry,5,84,0.4881,0.461,0.3388,0.3331,0.1099,0.1096,0.0706,0.1596,0.337
diffusion_policy_surrogate,cable_routing,release_snap,unseen_geometry,6,84,0.4524,0.4541,0.3439,0.3314,0.1059,0.117,0.0809,0.1596,0.3459
diffusion_policy_surrogate,cable_routing,release_snap,unseen_friction,0,84,0.4881,0.4404,0.3185,0.3356,0.1024,0.1065,0.1156,0.1632,0.356
diffusion_policy_surrogate,cable_routing,release_snap,unseen_friction,1,84,0.4286,0.4377,0.3287,0.3302,0.1086,0.1022,0.1135,0.1632,0.3314
diffusion_policy_surrogate,cable_routing,release_snap,unseen_friction,2,84,0.3452,0.43,0.334,0.3352,0.0979,0.1099,0.1178,0.1632,0.3417
diffusion_policy_surrogate,cable_routing,release_snap,unseen_friction,3,84,0.4167,0.444,0.3356,0.3458,0.1034,0.108,0.1167,0.1632,0.3413
diffusion_policy_surrogate,cable_routing,release_snap,unseen_friction,4,84,0.4762,0.45,0.3464,0.3432,0.1003,0.1091,0.1133,0.1632,0.3276
diffusion_policy_surrogate,cable_routing,release_snap,unseen_friction,5,84,0.5,0.4484,0.3139,0.337,0.1014,0.1034,0.1121,0.1632,0.3531
diffusion_policy_surrogate,cable_routing,release_snap,unseen_friction,6,84,0.3214,0.4299,0.3401,0.3358,0.1048,0.1033,0.1092,0.1632,0.3309
diffusion_policy_surrogate,cable_routing,release_snap,combined_stress,0,84,0.3571,0.3925,0.334,0.3572,0.1209,0.12,0.1203,0.1741,0.3202
diffusion_policy_surrogate,cable_routing,release_snap,combined_stress,1,84,0.369,0.4018,0.3321,0.3581,0.1239,0.1221,0.1275,0.1741,0.3347
diffusion_policy_surrogate,cable_routing,release_snap,combined_stress,2,84,0.3452,0.3902,0.3038,0.3453,0.1218,0.12,0.1184,0.1741,0.325
diffusion_policy_surrogate,cable_routing,release_snap,combined_stress,3,84,0.3214,0.3914,0.3062,0.3563,0.1156,0.127,0.1237,0.1741,0.3286
diffusion_policy_surrogate,cable_routing,release_snap,combined_stress,4,84,0.381,0.4073,0.3205,0.3533,0.1196,0.1263,0.1168,0.1741,0.3354
diffusion_policy_surrogate,cable_routing,release_snap,combined_stress,5,84,0.4048,0.3943,0.3187,0.3462,0.1243,0.1281,0.1283,0.1741,0.343
diffusion_policy_surrogate,cable_routing,release_snap,combined_stress,6,84,0.3095,0.3996,0.2973,0.3491,0.1188,0.1246,0.1231,0.1741,0.3369
diffusion_policy_surrogate,cable_routing,combined_contact_shock,nominal,0,84,0.5119,0.5132,0.3545,0.3275,0.0828,0.0997,0.069,0.142,0.3715
diffusion_policy_surrogate,cable_routing,combined_contact_shock,nominal,1,84,0.4048,0.4981,0.3584,0.3267,0.0718,0.1054,0.0637,0.142,0.3642
diffusion_policy_surrogate,cable_routing,combined_contact_shock,nominal,2,84,0.4524,0.4882,0.3564,0.3271,0.0806,0.0979,0.0619,0.142,0.3588
diffusion_policy_surrogate,cable_routing,combined_contact_shock,nominal,3,84,0.5119,0.5012,0.3472,0.3199,0.0786,0.115,0.0648,0.142,0.3586
diffusion_policy_surrogate,cable_routing,combined_contact_shock,nominal,4,84,0.5357,0.4994,0.3578,0.3178,0.0845,0.1031,0.0764,0.142,0.3543
diffusion_policy_surrogate,cable_routing,combined_contact_shock,nominal,5,84,0.5,0.5102,0.3409,0.3171,0.0787,0.113,0.0657,0.142,0.3625
diffusion_policy_surrogate,cable_routing,combined_contact_shock,nominal,6,84,0.4524,0.4974,0.3558,0.3178,0.0732,0.1029,0.063,0.142,0.3557
diffusion_policy_surrogate,cable_routing,combined_contact_shock,seen_shift,0,84,0.2857,0.4485,0.3545,0.3533,0.0971,0.1253,0.0915,0.155,0.3511
diffusion_policy_surrogate,cable_routing,combined_contact_shock,seen_shift,1,84,0.4762,0.4518,0.3495,0.3537,0.1052,0.1238,0.0909,0.155,0.341
diffusion_policy_surrogate,cable_routing,combined_contact_shock,seen_shift,2,84,0.5595,0.4474,0.3406,0.3474,0.0981,0.123,0.0869,0.155,0.3561
diffusion_policy_surrogate,cable_routing,combined_contact_shock,seen_shift,3,84,0.4524,0.4447,0.3428,0.3334,0.1019,0.1275,0.0986,0.155,0.3394
diffusion_policy_surrogate,cable_routing,combined_contact_shock,seen_shift,4,84,0.4762,0.4443,0.345,0.3349,0.0943,0.1329,0.0889,0.155,0.3625
diffusion_policy_surrogate,cable_routing,combined_contact_shock,seen_shift,5,84,0.4167,0.4406,0.3454,0.3468,0.0971,0.1289,0.1,0.155,0.337
diffusion_policy_surrogate,cable_routing,combined_contact_shock,seen_shift,6,84,0.4881,0.4445,0.3552,0.3455,0.1081,0.1267,0.0999,0.155,0.34
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_geometry,0,84,0.4048,0.4044,0.3395,0.3538,0.1064,0.1519,0.096,0.1615,0.3348
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_geometry,1,84,0.5357,0.4107,0.3247,0.3559,0.1113,0.146,0.1005,0.1615,0.3335
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_geometry,2,84,0.3095,0.3903,0.341,0.3546,0.1139,0.1561,0.1,0.1615,0.3342
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_geometry,3,84,0.369,0.4116,0.327,0.3553,0.1096,0.1464,0.0984,0.1615,0.3367
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_geometry,4,84,0.3929,0.4068,0.3391,0.3551,0.1085,0.1487,0.0919,0.1615,0.3305
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_geometry,5,84,0.3095,0.4015,0.343,0.348,0.1193,0.1464,0.0997,0.1615,0.3289
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_geometry,6,84,0.3214,0.4105,0.3306,0.3537,0.1166,0.1463,0.0945,0.1615,0.3459
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_friction,0,84,0.381,0.3912,0.3179,0.3579,0.1119,0.1436,0.1509,0.1652,0.3293
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_friction,1,84,0.3452,0.3923,0.3251,0.3715,0.117,0.1308,0.1548,0.1652,0.3344
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_friction,2,84,0.3571,0.3853,0.3413,0.3613,0.1125,0.134,0.1392,0.1652,0.3441
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_friction,3,84,0.369,0.4035,0.3321,0.3723,0.1101,0.1493,0.1464,0.1652,0.3311
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_friction,4,84,0.3929,0.3773,0.3267,0.3733,0.1072,0.1288,0.1559,0.1652,0.3523
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_friction,5,84,0.4762,0.3979,0.3164,0.3711,0.1161,0.1433,0.1456,0.1652,0.3391
diffusion_policy_surrogate,cable_routing,combined_contact_shock,unseen_friction,6,84,0.3929,0.3891,0.3317,0.3811,0.1099,0.1554,0.1429,0.1652,0.3402
diffusion_policy_surrogate,cable_routing,combined_contact_shock,combined_stress,0,84,0.3214,0.3465,0.3288,0.3869,0.1312,0.1553,0.1479,0.1764,0.3153
diffusion_policy_surrogate,cable_routing,combined_contact_shock,combined_stress,1,84,0.3095,0.3424,0.31,0.3925,0.1341,0.1709,0.1437,0.1764,0.3209
diffusion_policy_surrogate,cable_routing,combined_contact_shock,combined_stress,2,84,0.3333,0.3398,0.3156,0.3919,0.1354,0.1611,0.1546,0.1764,0.3376
diffusion_policy_surrogate,cable_routing,combined_contact_shock,combined_stress,3,84,0.2976,0.3559,0.2971,0.3887,0.138,0.1689,0.1557,0.1764,0.342
diffusion_policy_surrogate,cable_routing,combined_contact_shock,combined_stress,4,84,0.3095,0.3396,0.3107,0.3901,0.1313,0.1702,0.1571,0.1764,0.3367
diffusion_policy_surrogate,cable_routing,combined_contact_shock,combined_stress,5,84,0.3333,0.3326,0.3166,0.3761,0.1283,0.1662,0.1502,0.1764,0.3322
diffusion_policy_surrogate,cable_routing,combined_contact_shock,combined_stress,6,84,0.3333,0.343,0.3159,0.3889,0.1277,0.1665,0.1513,0.1764,0.3372
diffusion_policy_surrogate,tool_levering,nominal_contact,nominal,0,84,0.619,0.5885,0.35,0.2633,0.0404,0.0488,0.0471,0.1315,0.3574
diffusion_policy_surrogate,tool_levering,nominal_contact,nominal,1,84,0.631,0.5823,0.3566,0.2775,0.0371,0.048,0.0369,0.1315,0.3557
diffusion_policy_surrogate,tool_levering,nominal_contact,nominal,2,84,0.5,0.59,0.3425,0.2633,0.0486,0.0567,0.0276,0.1315,0.3452
diffusion_policy_surrogate,tool_levering,nominal_contact,nominal,3,84,0.6429,0.5874,0.3411,0.2775,0.0428,0.0606,0.0385,0.1315,0.3606
diffusion_policy_surrogate,tool_levering,nominal_contact,nominal,4,84,0.6071,0.5785,0.3357,0.2658,0.0438,0.0622,0.0358,0.1315,0.358
diffusion_policy_surrogate,tool_levering,nominal_contact,nominal,5,84,0.631,0.5781,0.366,0.2717,0.043,0.057,0.0378,0.1315,0.3642
diffusion_policy_surrogate,tool_levering,nominal_contact,nominal,6,84,0.5357,0.5834,0.3611,0.2756,0.0322,0.056,0.0329,0.1315,0.3537
diffusion_policy_surrogate,tool_levering,nominal_contact,seen_shift,0,84,0.5476,0.5352,0.3327,0.2771,0.0471,0.0646,0.0544,0.1419,0.3531
diffusion_policy_surrogate,tool_levering,nominal_contact,seen_shift,1,84,0.5238,0.5491,0.3327,0.2715,0.0405,0.064,0.0426,0.1419,0.3362
diffusion_policy_surrogate,tool_levering,nominal_contact,seen_shift,2,84,0.6429,0.5475,0.338,0.2802,0.0461,0.0732,0.0597,0.1419,0.3405
diffusion_policy_surrogate,tool_levering,nominal_contact,seen_shift,3,84,0.6548,0.5386,0.3301,0.2691,0.0443,0.0757,0.0517,0.1419,0.3411
diffusion_policy_surrogate,tool_levering,nominal_contact,seen_shift,4,84,0.5595,0.5482,0.3508,0.2807,0.0499,0.0774,0.0573,0.1419,0.3521
diffusion_policy_surrogate,tool_levering,nominal_contact,seen_shift,5,84,0.5833,0.561,0.3472,0.2798,0.0467,0.0695,0.0382,0.1419,0.3556
diffusion_policy_surrogate,tool_levering,nominal_contact,seen_shift,6,84,0.6071,0.5516,0.3506,0.2728,0.043,0.0715,0.0495,0.1419,0.3401
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_geometry,0,84,0.4762,0.5187,0.352,0.2857,0.0517,0.08,0.0653,0.1471,0.3447
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_geometry,1,84,0.5952,0.523,0.3264,0.2884,0.0544,0.0705,0.0514,0.1471,0.3469
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_geometry,2,84,0.4643,0.5279,0.3139,0.2797,0.0507,0.0761,0.0577,0.1471,0.3367
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_geometry,3,84,0.5238,0.5301,0.3482,0.2814,0.0488,0.0812,0.066,0.1471,0.3421
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_geometry,4,84,0.5476,0.5306,0.3373,0.2786,0.055,0.0887,0.0614,0.1471,0.3492
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_geometry,5,84,0.5238,0.5333,0.3377,0.2836,0.051,0.0857,0.0575,0.1471,0.3498
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_geometry,6,84,0.3929,0.5324,0.3288,0.2808,0.0573,0.0824,0.0585,0.1471,0.3174
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_friction,0,84,0.4762,0.5189,0.3347,0.2869,0.0528,0.0837,0.0919,0.15,0.3321
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_friction,1,84,0.4643,0.515,0.3195,0.2869,0.05,0.0807,0.0828,0.15,0.3393
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_friction,2,84,0.4762,0.5082,0.3324,0.288,0.0557,0.083,0.0955,0.15,0.3345
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_friction,3,84,0.381,0.5208,0.343,0.2783,0.047,0.0833,0.0851,0.15,0.3442
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_friction,4,84,0.5833,0.5133,0.3313,0.2836,0.0501,0.0873,0.0863,0.15,0.3326
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_friction,5,84,0.4881,0.5112,0.3357,0.2837,0.0518,0.0744,0.0805,0.15,0.3393
diffusion_policy_surrogate,tool_levering,nominal_contact,unseen_friction,6,84,0.4048,0.511,0.3068,0.2814,0.0528,0.0856,0.0883,0.15,0.3288
diffusion_policy_surrogate,tool_levering,nominal_contact,combined_stress,0,84,0.4405,0.4758,0.3192,0.3,0.0522,0.1017,0.0863,0.1589,0.318
diffusion_policy_surrogate,tool_levering,nominal_contact,combined_stress,1,84,0.3929,0.4773,0.3175,0.2941,0.0565,0.0894,0.0865,0.1589,0.3233
diffusion_policy_surrogate,tool_levering,nominal_contact,combined_stress,2,84,0.4167,0.4796,0.3399,0.2972,0.0547,0.1056,0.091,0.1589,0.3439
diffusion_policy_surrogate,tool_levering,nominal_contact,combined_stress,3,84,0.4524,0.4759,0.3111,0.2956,0.0506,0.0979,0.0891,0.1589,0.3228
diffusion_policy_surrogate,tool_levering,nominal_contact,combined_stress,4,84,0.5119,0.4928,0.304,0.2884,0.0575,0.093,0.0959,0.1589,0.3317
diffusion_policy_surrogate,tool_levering,nominal_contact,combined_stress,5,84,0.3929,0.4898,0.3151,0.294,0.0603,0.0976,0.0958,0.1589,0.3218
diffusion_policy_surrogate,tool_levering,nominal_contact,combined_stress,6,84,0.5119,0.4853,0.3175,0.2935,0.0512,0.0923,0.0899,0.1589,0.3126
diffusion_policy_surrogate,tool_levering,impact_onset,nominal,0,84,0.5357,0.524,0.3386,0.3294,0.0985,0.0786,0.0386,0.14,0.3638
diffusion_policy_surrogate,tool_levering,impact_onset,nominal,1,84,0.5119,0.535,0.3694,0.3305,0.1033,0.0738,0.0398,0.14,0.3569
diffusion_policy_surrogate,tool_levering,impact_onset,nominal,2,84,0.5238,0.5273,0.3579,0.3149,0.0977,0.072,0.0306,0.14,0.3547
diffusion_policy_surrogate,tool_levering,impact_onset,nominal,3,84,0.5238,0.5404,0.3557,0.3336,0.0978,0.0881,0.0426,0.14,0.3793
diffusion_policy_surrogate,tool_levering,impact_onset,nominal,4,84,0.4762,0.5299,0.3477,0.3237,0.0983,0.0701,0.0429,0.14,0.3509
diffusion_policy_surrogate,tool_levering,impact_onset,nominal,5,84,0.4643,0.5283,0.3655,0.334,0.1015,0.0805,0.0439,0.14,0.3558
diffusion_policy_surrogate,tool_levering,impact_onset,nominal,6,84,0.5476,0.5317,0.3544,0.3272,0.0978,0.0772,0.0378,0.14,0.3675
diffusion_policy_surrogate,tool_levering,impact_onset,seen_shift,0,84,0.3929,0.4823,0.3535,0.35,0.1267,0.094,0.0676,0.1526,0.3518
diffusion_policy_surrogate,tool_levering,impact_onset,seen_shift,1,84,0.4524,0.4864,0.3454,0.3495,0.1306,0.0947,0.0525,0.1526,0.3377
diffusion_policy_surrogate,tool_levering,impact_onset,seen_shift,2,84,0.4048,0.476,0.3366,0.3453,0.1229,0.0987,0.0541,0.1526,0.3464
diffusion_policy_surrogate,tool_levering,impact_onset,seen_shift,3,84,0.381,0.4725,0.3432,0.352,0.124,0.099,0.0574,0.1526,0.3474
diffusion_policy_surrogate,tool_levering,impact_onset,seen_shift,4,84,0.4643,0.4755,0.3512,0.3351,0.121,0.0989,0.0495,0.1526,0.3532
diffusion_policy_surrogate,tool_levering,impact_onset,seen_shift,5,84,0.4167,0.4898,0.3507,0.3502,0.1277,0.09,0.05,0.1526,0.3363
diffusion_policy_surrogate,tool_levering,impact_onset,seen_shift,6,84,0.4286,0.4801,0.3288,0.3358,0.1273,0.1028,0.0583,0.1526,0.3534
diffusion_policy_surrogate,tool_levering,impact_onset,unseen_geometry,0,84,0.4048,0.4376,0.3407,0.3619,0.1552,0.1087,0.0605,0.1588,0.347
diffusion_policy_surrogate,tool_levering,impact_onset,unseen_geometry,1,84,0.4048,0.4441,0.3319,0.3633,0.1577,0.1071,0.0604,0.1588,0.3459
diffusion_policy_surrogate,tool_levering,impact_onset,unseen_geometry,2,84,0.4524,0.4207,0.3462,0.3646,0.1573,0.1178,0.0584,0.1588,0.3571
diffusion_policy_surrogate,tool_levering,impact_onset,unseen_geometry,3,84,0.4881,0.4419,0.3508,0.3757,0.1602,0.1098,0.0588,0.1588,0.3319
diffusion_policy_surrogate,tool_levering,impact_onset,unseen_geometry,4,84,0.4762,0.4478,0.3454,0.3574,0.158,0.1176,0.0534,0.1588,0.3385
diffusion_policy_surrogate,tool_levering,impact_onset,unseen_geometry,5,84,0.381,0.443,0.3326,0.3714,0.1631,0.1117,0.0576,0.1588,0.3356
diffusion_policy_surrogate,tool_levering,impact_onset,unseen_geometry,6,84,0.5,0.4441,0.3289,0.3655,0.1547,0.1153,0.0577,0.1588,0.3518
